iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,0.011391867166657903,0.0007747838573971273,3.022830951027572,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734,0.8325843815233089
1,0.011688354830853724,0.0007747790588340816,9.062900251708925,0.014225621520766904,9.999999999999159e-07,1.2426516371440632,1.2426516371428884,1.2426516371409488,1.2426516371377627,1.2426516371325915,1.2426516371241723,1.2426516371131253,1.242651637081982,1.2426516370720277,1.2426516370495897,1.2426516370576877,1.2426516370690437,1.242651636961795,1.2426516366765148,1.24265163711855,1.0000060046453331e-06,0.28175452513013655,0.43404378278460565,0.5310648054078716,0.5987795940579385,0.6489243261218416,0.6876468540063019,0.7185008534463133,0.7436920465788185,0.7646657175660099,0.7824102431564799,0.7976253808400756,0.8108189840718703,0.8223756391536675,0.8325843815233089
2,0.011462703347993822,0.0007746782211856866,8.3653949261643,0.013995898503260565,2.097999999999987e-05,1.2426984047093248,1.2426983899216293,1.2426983684126918,1.2426983524740967,1.2426983371046496,1.2426983703242231,1.2426983362642732,1.2426984270881205,1.2426982069110206,1.2426983747283318,1.242698051268919,1.242689926045466,1.2426984174614586,1.242697725879785,1.2426984061416657,2.1975088473669284e-05,0.2817754930981345,0.43406474205948686,0.5310857575122535,0.5988005385029744,0.6489452768789015,0.687667805536775,0.7185218325609616,0.7437130209230999,0.7646867167328921,0.7824312466599679,0.7976450919195409,0.810804466488621,0.8223550159375427,0.8325843815233089
3,0.011877792341111741,0.000774482734563718,7.071914106141776,0.01428962581315246,4.095999999999993e-05,1.2427897526050222,1.2427897265658316,1.242789675275755,1.2427896432405103,1.2427896303035737,1.2427896311059452,1.2427896550364477,1.2427896329672534,1.242789542456734,1.2427898969772568,1.24278888145973,1.2427688096603502,1.242785428441487,1.2427574271494006,1.2427899375268143,6.294441518847289e-05,0.2818164549192586,0.43410569124054016,0.5311266961451063,0.598841470229417,0.6489861893857506,0.6877087083383164,0.7185626528207376,0.7437539392645202,0.7647277268620829,0.7824723296483428,0.797682377530575,0.8107786903774221,0.8223169842453251,0.8325843815233089
4,0.012229485317235483,0.0007741998822458014,6.637063060887158,0.014337958933788444,6.0939999999999996e-05,1.2429255914082258,1.242925697728976,1.242925701878405,1.2429257043554058,1.2429257735281714,1.2429255272559598,1.2429259182447179,1.242922573921335,1.2429260051137472,1.2429264627188912,1.2429241889923277,1.2428896773557752,1.2429118754365003,1.2427392328322726,1.2429266081509414,0.00012387830285997875,0.2818774439049507,0.4341667050489924,0.5311877279742956,0.5989025336159409,0.6490472076053428,0.6877697452727473,0.7186230541268784,0.7438145232493263,0.7647884022189525,0.7825332399199355,0.7977399764434187,0.8107347915721387,0.8222636908874317,0.8325843815233089
5,0.011665493697588413,0.0007738315512775467,7.458604983985424,0.014256398215409872,8.091999999999984e-05,1.2431060387789856,1.2431061792471574,1.2431062552455827,1.2431063410120415,1.2431065586252419,1.2431055254296532,1.2431066844906364,1.243095017200982,1.243107021541841,1.2431086021030413,1.2431010890119818,1.2430570194255435,1.2430845391848435,1.242661306696669,1.2431082431020573,0.00020480920259935835,0.2819583896377236,0.43424768617872095,0.5312687504750455,0.5989836240296577,0.6491281354055556,0.6878506353068092,0.7187020916085005,0.7438926468080297,0.7648654673042501,0.7826139393388049,0.7978168839671974,0.810668983608993,0.8221895192676952,0.8325843815233089
6,0.011345036319935496,0.0007733893553313105,6.78332121996209,0.014101846450952039,0.0001008999999999999,1.2433309897254323,1.2433312007412214,1.2433312687176223,1.2433314539293787,1.2433314475994264,1.2433284045659796,1.2433303115524301,1.243284453053413,1.2433293874642963,1.243335593829402,1.2433236952441906,1.2432718320282068,1.2433029853407271,1.242517935092661,1.2433327184357315,0.0003057015418487124,0.28205930032376125,0.43434859674835974,0.5313696840968856,0.5990845201808629,0.6492284764523526,0.6879504827987533,0.7187947207778863,0.7439788346997487,0.7649446576167137,0.7827013904212514,0.7979102721343515,0.8105838504374165,0.8220944829346948,0.8325843815233089
7,0.011564396385426019,0.0007728629901927655,7.522472922690213,0.014408372668381826,0.00012087999999999997,1.2436007738487043,1.2436009348701984,1.2436009380697013,1.2436010810788651,1.2436007939221276,1.2435948249891275,1.2435976467037086,1.24351135534755,1.2435975713325003,1.243601589009867,1.2435908619088947,1.24353473633465,1.2435679918218046,1.2423385718739381,1.2436028062464024,0.00042669610576954173,0.28218026208155705,0.4344695486292756,0.5314906173751209,0.5992053827308323,0.6493485181106529,0.6880697240154262,0.7189046845025212,0.7440817245036274,0.7650336166833747,0.7828035650555921,0.7980254916503269,0.8104777860304772,0.8219786669584169,0.8325843815233089
8,0.011336642487706635,0.0007722602146283501,6.70792446192354,0.014116315100103473,0.00014085999999999992,1.2439149597041235,1.2439150665333063,1.2439150653261468,1.2439151493975094,1.2439146274406967,1.2439040278458569,1.243908758751209,1.2437686075584085,1.243911195428439,1.243904575663214,1.2439064559318738,1.2438454663523513,1.2438815808730397,1.2421026872618441,1.243917767834351,0.0005675950060526615,0.282321128067764,0.4346104350068969,0.5316314907653706,0.5993462028523364,0.6494880629979087,0.6882080875822912,0.719029572951527,0.744196070154278,0.7651156126375949,0.7829193472822779,0.7981629120869674,0.8103488214678403,0.8218409030334786,0.8325843815233089
9,0.010028504710520417,0.0007716000085796166,7.0239799921400845,0.013281722435372104,0.00016083999999999998,1.2442730927359986,1.244272641183639,1.2442716242433127,1.2442701798181548,1.244268105285692,1.2442465832858998,1.2442557387572395,1.2440184160262888,1.244269655024483,1.2442577101328232,1.244270812780957,1.2442059992549699,1.244240105844205,1.2418069069647926,1.2442774988627907,0.0007280941424395967,0.28248129773561265,0.4347701499854646,0.531790502836391,0.599504386904194,0.6496425383025647,0.6883590236818997,0.7191489562956468,0.7442979717138901,0.7651810757305808,0.7830447438653341,0.7983196323472092,0.8101970216107532,0.8216807254112073,0.8325843815233089
